well,block,test_temperature,strain,evolution_history,mu_gt,r2_gt,mu_log,r2_log
e3,1,38,35_F4,35 evolved,NA,NA,6.852074355978788,0.99633819786714
e5,1,38,40_D4,40 evolved,NA,NA,6.421239362411181,0.9965574138723484
e7,1,38,35_F4,35 evolved,NA,NA,7.128113167573434,0.9975366653596603
e8,1,38,35_B8,35 evolved,NA,NA,6.945539760613383,0.9972682583815168
e9,1,38,40_D2,40 evolved,NA,NA,6.8894327345175395,0.9954815533121272
f10,1,38,40_F2,40 evolved,NA,NA,7.068374879727266,0.9618059106210052
f2,1,38,35_G5,35 evolved,NA,NA,6.706520201077661,0.9975794918668978
f3,1,38,40_D4,40 evolved,NA,NA,6.622832233380726,0.997153675160576
f4,1,38,35_D4,35 evolved,NA,NA,6.902504584237049,0.9971917088540992
f5,1,38,35_B6,35 evolved,NA,NA,6.849971624741357,0.997093921269362
f6,1,38,40_B8,40 evolved,NA,NA,6.62920867814008,0.9959714122794748
f7,1,38,40_C7,40 evolved,NA,NA,6.038112148671798,0.9959500533186304
g10,1,38,40_G9,40 evolved,NA,NA,7.266186185029014,0.9978320767904236
g2,1,38,35_G11,35 evolved,NA,NA,6.959410816679887,0.9973866838587676
g4,1,38,35_B6,35 evolved,NA,NA,6.90015098328897,0.9972740149247634
g6,1,38,40_D2,40 evolved,NA,NA,6.865691192813342,0.9960539526099024
g7,1,38,40_G9,40 evolved,NA,NA,7.2950887949308,0.9976163291302402
g8,1,38,35_G11,35 evolved,NA,NA,6.492653338199151,0.9973398425493408
g9,1,38,35_D4,35 evolved,NA,NA,6.835205294695715,0.9972113953233422
b11,2,42,35_D8,35 evolved,NA,NA,0.4139039266287288,0.9017798843073632
b2,2,42,35_E9,35 evolved,NA,NA,0.743253842790911,0.6381052165874869
b3,2,42,40_E9,40 evolved,NA,NA,0.40362623503002615,0.9911151733996538
b4,2,42,40_G11,40 evolved,NA,NA,1.2806248767875337,0.9989782615393094
b5,2,42,40_E11,40 evolved,NA,NA,0.38230728665750935,0.9583926288282064
b8,2,42,35_B2,35 evolved,NA,NA,0.31205959078817946,0.8857253167226544
c11,2,42,35_C7,35 evolved,NA,NA,0.7331429513141654,0.922335413853094
c2,2,42,40_B2,40 evolved,NA,NA,2.5468399307259064,0.991369897421994
c3,2,42,40_G11,40 evolved,NA,NA,3.776340603351061,0.992832938483931
c4,2,42,40_E11,40 evolved,NA,NA,0.5643872291501858,0.9909293520841278
c5,2,42,40_E9,40 evolved,NA,NA,0.3331958678020492,0.963557263768885
d10,2,42,35_E9,35 evolved,NA,NA,0.2962565234412812,0.8695551760312108
d11,2,42,40_B2,40 evolved,NA,NA,1.9839125164860083,0.994618027036883
d2,2,42,40_C9,40 evolved,NA,NA,0.5236955833458861,0.989316192741321
d3,2,42,35_D8,35 evolved,NA,NA,0.3531492412789345,0.8793868516285506
d4,2,42,35_D8,35 evolved,NA,NA,0.3369227580025538,0.8757399248507898
d5,2,42,40_E9,40 evolved,NA,NA,0.30232941399233193,0.9526197076846514
d6,2,42,35_G9,35 evolved,NA,NA,0.2747480507054246,0.8768804170767657
d8,2,42,40_C9,40 evolved,NA,NA,0.3533788598494126,0.9673570306235314
d9,2,42,40_C9,40 evolved,NA,NA,1.0962105277990113,0.7148738646508317
e11,2,42,40_E11,40 evolved,NA,NA,0.3946405178723152,0.9670298358420502
e3,2,42,35_C7,35 evolved,NA,NA,0.48524631786790257,0.8907086375675821
e8,2,42,35_C7,35 evolved,NA,NA,0.47106217209168544,0.896093869777749
e9,2,42,35_B2,35 evolved,NA,NA,0.29030294740249346,0.8721216794300248
f11,2,42,35_B2,35 evolved,NA,NA,0.2994046389689027,0.8827118167718724
f2,2,42,35_F6,35 evolved,NA,NA,0.6376423797280726,0.603283375749089
f3,2,42,40_F4,40 evolved,NA,NA,2.3866992684992265,0.9940706698856664
f4,2,42,40_G11,40 evolved,NA,NA,2.1075955100473736,0.7073855495850045
f5,2,42,40_B2,40 evolved,NA,NA,0.790045943210687,0.9989558092435834
f7,2,42,40_F4,40 evolved,NA,NA,0.496810350872765,0.9854914437348906
f8,2,42,35_G9,35 evolved,NA,NA,0.26159626034195205,0.8760461585227096
f9,2,42,35_F6,35 evolved,NA,NA,0.2516425404629386,0.8790144763998292
g3,2,42,35_G9,35 evolved,NA,NA,0.24905831455302468,0.8689790304161151
g5,2,42,40_F4,40 evolved,NA,NA,0.4955920578477187,0.9859559943889992
g6,2,42,35_F6,35 evolved,NA,NA,0.24951167718656225,0.8697856307665852
g8,2,42,35_E9,35 evolved,NA,NA,0.2649744703627824,0.8718967900051471
b11,2,41,35_D8,35 evolved,NA,NA,4.449888261289823,0.9920387091326484
b2,2,41,35_E9,35 evolved,NA,NA,2.044796316313416,0.9957635678012772
b3,2,41,40_E9,40 evolved,NA,NA,4.507246433735931,0.993151335102908
b4,2,41,40_G11,40 evolved,NA,NA,5.008032956456079,0.9936936779690264
b5,2,41,40_E11,40 evolved,NA,NA,4.180301425657504,0.9922889633435352
b8,2,41,35_B2,35 evolved,NA,NA,3.335833871487975,0.9920049537060354
c11,2,41,35_C7,35 evolved,NA,NA,3.949342548319454,0.9924670784974268
c2,2,41,40_B2,40 evolved,NA,NA,4.338161403130166,0.99284895689347
c3,2,41,40_G11,40 evolved,NA,NA,6.177118604545004,0.9893408412374354
c4,2,41,40_E11,40 evolved,NA,NA,4.185129314155826,0.9928364274696792
c5,2,41,40_E9,40 evolved,NA,NA,3.9056743922491055,0.9920400924556728
d10,2,41,35_E9,35 evolved,NA,NA,5.537607994139158,0.9091686225384352
d11,2,41,40_B2,40 evolved,NA,NA,4.825725886396099,0.9928646266478112
d2,2,41,40_C9,40 evolved,NA,NA,4.098335593166482,0.993642968257877
d3,2,41,35_D8,35 evolved,NA,NA,1.4926041129345244,0.9987031555373004
d4,2,41,35_D8,35 evolved,NA,NA,1.0852621112849954,0.9960854597857366
d5,2,41,40_E9,40 evolved,NA,NA,3.688598412948341,0.991997887822611
d6,2,41,35_G9,35 evolved,NA,NA,1.4717677682226908,0.9965829052809516
d8,2,41,40_C9,40 evolved,NA,NA,4.466121033744328,0.992810753999958
d9,2,41,40_C9,40 evolved,NA,NA,4.568229323689191,0.9928070052717608
e11,2,41,40_E11,40 evolved,NA,NA,6.785784018860151,0.962727950241262
e3,2,41,35_C7,35 evolved,NA,NA,0.875002133371403,0.985586749629216
e8,2,41,35_C7,35 evolved,NA,NA,1.7271205713804236,0.9982457631673872
e9,2,41,35_B2,35 evolved,NA,NA,1.74785931679476,0.9968921395618928
f11,2,41,35_B2,35 evolved,NA,NA,2.7034976418918655,0.992192472307084
f2,2,41,35_F6,35 evolved,NA,NA,0.6890411582596778,0.97952004544261
f3,2,41,40_F4,40 evolved,NA,NA,4.297428698729931,0.99405709239865
f4,2,41,40_G11,40 evolved,NA,NA,6.931271472007384,0.9764893930703143
f5,2,41,40_B2,40 evolved,NA,NA,4.011072355625379,0.9922396997812428
f7,2,41,40_F4,40 evolved,NA,NA,4.708394084232828,0.9939203542908864
f8,2,41,35_G9,35 evolved,NA,NA,1.3992021956559804,0.9965449656753526
f9,2,41,35_F6,35 evolved,NA,NA,1.8576931816374944,0.9972442778995392
g3,2,41,35_G9,35 evolved,NA,NA,0.6338688899677736,0.9723476349709362
g5,2,41,40_F4,40 evolved,NA,NA,4.358086862621768,0.993042811879402
g6,2,41,35_F6,35 evolved,NA,NA,0.8655121908297684,0.9837379466198168
g8,2,41,35_E9,35 evolved,NA,NA,3.1736243237638777,0.7185869893311914
b11,2,35,35_D8,35 evolved,NA,NA,5.73122615975069,0.9976515988079172
b2,2,35,35_E9,35 evolved,NA,NA,6.941163880241267,0.9931216037320506
b3,2,35,40_E9,40 evolved,NA,NA,5.504256666871627,0.9976149297628792
b4,2,35,40_G11,40 evolved,NA,NA,6.438243018612654,0.9974788995144348
b5,2,35,40_E11,40 evolved,NA,NA,6.814304616044037,0.9955458715339528
b8,2,35,35_B2,35 evolved,NA,NA,5.666970067812782,0.9976161606146368
c11,2,35,35_C7,35 evolved,NA,NA,5.719354858859806,0.9974991512550384
c2,2,35,40_B2,40 evolved,NA,NA,6.120072851285844,0.9975649613575168
c3,2,35,40_G11,40 evolved,NA,NA,7.603331457241792,0.9718346016845292
c4,2,35,40_E11,40 evolved,NA,NA,6.485243185732345,0.9963602363302116
c5,2,35,40_E9,40 evolved,NA,NA,5.159161177084875,0.997399403618632
d10,2,35,35_E9,35 evolved,NA,NA,5.779550406517999,0.9975193934597092
d11,2,35,40_B2,40 evolved,NA,NA,6.31926406860616,0.9976134748007488
d2,2,35,40_C9,40 evolved,NA,NA,5.869650753742464,0.997608566319404
d3,2,35,35_D8,35 evolved,NA,NA,5.77767845873418,0.997616958403602
d4,2,35,35_D8,35 evolved,NA,NA,4.962777012979279,0.996478913934302
d5,2,35,40_E9,40 evolved,NA,NA,5.330034860318519,0.9974572642598152
d6,2,35,35_G9,35 evolved,NA,NA,5.756882546239282,0.9977006484026028
d8,2,35,40_C9,40 evolved,NA,NA,7.1450625157874494,0.9961404792135582
d9,2,35,40_C9,40 evolved,NA,NA,6.060031412962006,0.9976438150477716
e11,2,35,40_E11,40 evolved,NA,NA,6.873393831889451,0.9785417037746876
e3,2,35,35_C7,35 evolved,NA,NA,5.759879898201194,0.9975641863574096
e8,2,35,35_C7,35 evolved,NA,NA,5.66212335794597,0.9974870909106444
e9,2,35,35_B2,35 evolved,NA,NA,5.890445319167452,0.9975642871060884
f11,2,35,35_B2,35 evolved,NA,NA,5.753086921260535,0.9973269603371844
f2,2,35,35_F6,35 evolved,NA,NA,6.369088970859514,0.9956955596343507
f3,2,35,40_F4,40 evolved,NA,NA,5.59430139054867,0.9977308203465952
f4,2,35,40_G11,40 evolved,NA,NA,6.633391513643438,0.997727948135138
f5,2,35,40_B2,40 evolved,NA,NA,6.178453084278739,0.9974345488292128
f7,2,35,40_F4,40 evolved,NA,NA,5.612872715798268,0.9978492556373731
f8,2,35,35_G9,35 evolved,NA,NA,6.848870844770703,0.9667488689142612
f9,2,35,35_F6,35 evolved,NA,NA,5.6879079526751894,0.9974225101198116
g3,2,35,35_G9,35 evolved,NA,NA,5.739826942603053,0.997556805669327
g5,2,35,40_F4,40 evolved,NA,NA,7.130658371421623,0.9938439743496744
g6,2,35,35_F6,35 evolved,NA,NA,5.833570662719827,0.9975455400834397
g8,2,35,35_E9,35 evolved,NA,NA,5.749613995767276,0.9975328702695452
b11,2,25,35_D8,35 evolved,NA,NA,3.596008073198352,0.9962661224773668
b2,2,25,35_E9,35 evolved,NA,NA,6.8449163392121,0.9672930791308392
b3,2,25,40_E9,40 evolved,NA,NA,3.640145912649212,0.9968397389349812
b4,2,25,40_G11,40 evolved,NA,NA,3.6633378963529184,0.9969330843575626
b5,2,25,40_E11,40 evolved,NA,NA,3.536525023322731,0.9963387923776954
b8,2,25,35_B2,35 evolved,NA,NA,3.351505274173842,0.9959195356315638
c11,2,25,35_C7,35 evolved,NA,NA,3.679889491183897,0.9964819405405146
c2,2,25,40_B2,40 evolved,NA,NA,3.288612015024338,0.9967806191847458
c3,2,25,40_G11,40 evolved,NA,NA,3.659069799879183,0.997043148539014
c4,2,25,40_E11,40 evolved,NA,NA,3.610407094425389,0.9964641042760558
c5,2,25,40_E9,40 evolved,NA,NA,3.041123775882136,0.9958686822062004
d10,2,25,35_E9,35 evolved,NA,NA,3.517812436322976,0.996295987168894
d11,2,25,40_B2,40 evolved,NA,NA,3.569743389085628,0.9972496892126852
d2,2,25,40_C9,40 evolved,NA,NA,3.592870980906313,0.9965541128921124
d3,2,25,35_D8,35 evolved,NA,NA,3.6069293412207326,0.9964782159769412
d4,2,25,35_D8,35 evolved,NA,NA,3.485784419405184,0.99612451512319
d5,2,25,40_E9,40 evolved,NA,NA,3.3573041247059336,0.9961289018111436
d6,2,25,35_G9,35 evolved,NA,NA,3.6200661058792174,0.9967075628299222
d8,2,25,40_C9,40 evolved,NA,NA,3.602017583178625,0.996412302714608
d9,2,25,40_C9,40 evolved,NA,NA,3.485875397371435,0.9963982690478684
e11,2,25,40_E11,40 evolved,NA,NA,3.6411693866973263,0.9963983906010776
e3,2,25,35_C7,35 evolved,NA,NA,3.556121892415586,0.9963219418897024
e8,2,25,35_C7,35 evolved,NA,NA,3.5842905260092564,0.996346122660048
e9,2,25,35_B2,35 evolved,NA,NA,3.6232712096891784,0.9962009365884916
f11,2,25,35_B2,35 evolved,NA,NA,3.5635593262076295,0.9960677640875126
f2,2,25,35_F6,35 evolved,NA,NA,3.524927597118796,0.9967730804223572
f3,2,25,40_F4,40 evolved,NA,NA,3.621320689422067,0.9968757907954164
f4,2,25,40_G11,40 evolved,NA,NA,3.616605257980924,0.9969020179657824
f5,2,25,40_B2,40 evolved,NA,NA,3.5796295364287696,0.997261833224144
f7,2,25,40_F4,40 evolved,NA,NA,3.6318971575771375,0.996810645915472
f8,2,25,35_G9,35 evolved,NA,NA,3.613314800952842,0.9966856396405476
f9,2,25,35_F6,35 evolved,NA,NA,3.5580374097062673,0.9964530881358692
g3,2,25,35_G9,35 evolved,NA,NA,3.5416538066990215,0.996622003908562
g5,2,25,40_F4,40 evolved,NA,NA,3.723829202291692,0.9970054388840962
g6,2,25,35_F6,35 evolved,NA,NA,3.612745297546714,0.9966713948389044
g8,2,25,35_E9,35 evolved,NA,NA,3.5585649354435596,0.9963091312254796
b11,2,38,35_D8,35 evolved,NA,NA,6.995694337041272,0.9975050074036836
b2,2,38,35_E9,35 evolved,NA,NA,6.828801406653614,0.9905644330579492
b3,2,38,40_E9,40 evolved,NA,NA,5.897023928349355,0.9971094264437594
b4,2,38,40_G11,40 evolved,NA,NA,7.333798287125076,0.997119128749154
b5,2,38,40_E11,40 evolved,NA,NA,6.915105257428164,0.99741213783141
b8,2,38,35_B2,35 evolved,NA,NA,7.0831610428469025,0.9825676413161624
c11,2,38,35_C7,35 evolved,NA,NA,7.109973375052384,0.9780388462615364
c2,2,38,40_B2,40 evolved,NA,NA,6.436219737714687,0.9970247781915126
c3,2,38,40_G11,40 evolved,NA,NA,7.191142278428523,0.9969125710625812
c4,2,38,40_E11,40 evolved,NA,NA,6.658437120834618,0.9974751060174286
c5,2,38,40_E9,40 evolved,NA,NA,6.58966856027793,0.9961055657812652
d10,2,38,35_E9,35 evolved,NA,NA,6.8726362278577104,0.9973795509329472
d11,2,38,40_B2,40 evolved,NA,NA,6.489635873151516,0.997020187236935
d2,2,38,40_C9,40 evolved,NA,NA,6.946684551956231,0.996918552261632
d3,2,38,35_D8,35 evolved,NA,NA,6.899705295507493,0.9973952748717332
d4,2,38,35_D8,35 evolved,NA,NA,7.071149292236862,0.997230608107944
d5,2,38,40_E9,40 evolved,NA,NA,6.884348910645612,0.9954102939790322
d6,2,38,35_G9,35 evolved,NA,NA,6.544733746874942,0.9977047310885688
d8,2,38,40_C9,40 evolved,NA,NA,7.554339853237298,0.9249612119339456
d9,2,38,40_C9,40 evolved,NA,NA,7.108878008944641,0.9970332352713246
e11,2,38,40_E11,40 evolved,NA,NA,6.9182117406450585,0.997108619603338
e3,2,38,35_C7,35 evolved,NA,NA,6.80961284884526,0.997574137815633
e8,2,38,35_C7,35 evolved,NA,NA,7.034910804012801,0.9971786411188563
e9,2,38,35_B2,35 evolved,NA,NA,6.963907974711544,0.9946426618238576
f11,2,38,35_B2,35 evolved,NA,NA,7.088622964494703,0.9973037788943724
f2,2,38,35_F6,35 evolved,NA,NA,6.6642157871168415,0.9960068740693856
f3,2,38,40_F4,40 evolved,NA,NA,6.243835179220509,0.997480303471081
f4,2,38,40_G11,40 evolved,NA,NA,7.167852946318677,0.9971811090712956
f5,2,38,40_B2,40 evolved,NA,NA,6.418599491309233,0.996918216163008
f7,2,38,40_F4,40 evolved,NA,NA,6.233586341233274,0.9974017812418976
f8,2,38,35_G9,35 evolved,NA,NA,6.972136347698244,0.9972354515029174
f9,2,38,35_F6,35 evolved,NA,NA,7.172850517745703,0.9579201025410524
g3,2,38,35_G9,35 evolved,NA,NA,7.048304371788761,0.9973551150875604
g5,2,38,40_F4,40 evolved,NA,NA,6.200778081187438,0.9975972435663688
g6,2,38,35_F6,35 evolved,NA,NA,7.066553296338977,0.9973036530278
g8,2,38,35_E9,35 evolved,NA,NA,6.958133972317128,0.9973576383702408
b10,3,42,40_F6,40 evolved,NA,NA,0.5190482263925331,0.968904338449184
b11,3,42,40_G5,40 evolved,NA,NA,0.9753245697138956,0.979009873501871
b2,3,42,40_B6,40 evolved,NA,NA,0.2687632892713662,0.9255504740596886
b4,3,42,35_E11,35 evolved,NA,NA,0.30934391315112897,0.8851627888126746
b5,3,42,35_D2,35 evolved,NA,NA,0.2921831120416694,0.8776411879486444
b8,3,42,35_E11,35 evolved,NA,NA,0.3570787803311373,0.8894557315990991
b9,3,42,40_C5,40 evolved,NA,NA,1.2965798206276813,0.9938772137460642
c2,3,42,35_E11,35 evolved,NA,NA,0.2774519344785236,0.8718609275394233
c3,3,42,40_E7,40 evolved,NA,NA,0.2929041646635033,0.9431097004581456
c4,3,42,35_C9,35 evolved,NA,NA,0.2912292217396089,0.8778764423154071
c5,3,42,35_D2,35 evolved,NA,NA,0.26860003443492225,0.8821155596552993
c7,3,42,40_D8,40 evolved,NA,NA,0.322996572346188,0.9691502899740116
c8,3,42,35_F2,35 evolved,NA,NA,0.3256767362020273,0.8761990378837611
d10,3,42,35_C5,35 evolved,NA,NA,0.6426648317640352,0.906516589455142
d2,3,42,35_C9,35 evolved,NA,NA,0.27204776058600466,0.8735569106034935
d5,3,42,35_E7,35 evolved,NA,NA,0.2648544201859125,0.8864817793417518
d6,3,42,35_C9,35 evolved,NA,NA,0.28038104289279475,0.8752579377284554
d7,3,42,40_D8,40 evolved,NA,NA,0.29659777780184693,0.9589838187611166
e11,3,42,40_E7,40 evolved,NA,NA,1.1077304317239058,0.3979164971682231
e2,3,42,40_B6,40 evolved,NA,NA,0.2293863823969263,0.9220240426871168
e4,3,42,35_C5,35 evolved,NA,NA,0.4278271059614071,0.8994921403165792
e5,3,42,40_G5,40 evolved,NA,NA,0.22754303223054037,0.930733788687276
f11,3,42,35_F2,35 evolved,NA,NA,0.3089370791940638,0.8767124285618373
f2,3,42,40_F6,40 evolved,NA,NA,0.3076816555780934,0.9191568557016416
f3,3,42,35_E7,35 evolved,NA,NA,0.2611677335254294,0.8763582104160551
f4,3,42,40_C5,40 evolved,NA,NA,0.2642382292550525,0.9576955047286072
f5,3,42,40_D8,40 evolved,NA,NA,0.2628967955719032,0.9437270816492848
f7,3,42,35_D2,35 evolved,NA,NA,0.2654076389355181,0.8824124201494994
f8,3,42,40_G5,40 evolved,NA,NA,0.26255598196261776,0.9378532955660976
g10,3,42,35_F2,35 evolved,NA,NA,0.3217495836117696,0.8857496562751586
g2,3,42,40_E7,40 evolved,NA,NA,0.24285207205756223,0.9326507529527024
g3,3,42,35_E7,35 evolved,NA,NA,0.249121185461422,0.8803462282549314
g4,3,42,40_C5,40 evolved,NA,NA,0.27168646400515495,0.954280101208112
g5,3,42,40_F6,40 evolved,NA,NA,0.2872765829673566,0.9120502103408734
g7,3,42,35_C5,35 evolved,NA,NA,0.468097973046053,0.9068755525816268
g8,3,42,40_B6,40 evolved,NA,NA,0.2680837278423549,0.933816295558193
b10,3,41,40_F6,40 evolved,NA,NA,4.842336057293838,0.992179537512405
b11,3,41,40_G5,40 evolved,NA,NA,4.491262316849806,0.9912132676204788
b2,3,41,40_B6,40 evolved,NA,NA,8.427108203853322,0.9686706934892692
b4,3,41,35_E11,35 evolved,NA,NA,1.5927208732684397,0.99907565787506325
b5,3,41,35_D2,35 evolved,NA,NA,4.93649556182869,0.9625667053854664
b8,3,41,35_E11,35 evolved,NA,NA,4.483242665606374,0.97909436831624
b9,3,41,40_C5,40 evolved,NA,NA,4.609983913990536,0.9928672406437142
c2,3,41,35_E11,35 evolved,NA,NA,3.0243759505581647,0.9932133941624358
c3,3,41,40_E7,40 evolved,NA,NA,4.510084750382626,0.9930985381340606
c4,3,41,35_C9,35 evolved,NA,NA,3.1377588860922616,0.9906396761267844
c5,3,41,35_D2,35 evolved,NA,NA,1.5321690847687384,0.999051140043118
c7,3,41,40_D8,40 evolved,NA,NA,6.264433454644185,0.9716621320194322
c8,3,41,35_F2,35 evolved,NA,NA,2.267522385650977,0.9952522636259896
d10,3,41,35_C5,35 evolved,NA,NA,1.6426455553884225,0.99710860009852
d2,3,41,35_C9,35 evolved,NA,NA,3.309150862941837,0.9924340674299256
d5,3,41,35_E7,35 evolved,NA,NA,0.7668812983314665,0.9885950843602608
d6,3,41,35_C9,35 evolved,NA,NA,2.88448471063317,0.8168202439408307
d7,3,41,40_D8,40 evolved,NA,NA,3.781384363252101,0.991112770105033
e11,3,41,40_E7,40 evolved,NA,NA,4.657325821618721,0.992648507518192
e2,3,41,40_B6,40 evolved,NA,NA,4.073856327778174,0.9917577799662456
e4,3,41,35_C5,35 evolved,NA,NA,0.6907392654626525,0.9880985468119128
e5,3,41,40_G5,40 evolved,NA,NA,2.6060274017392953,0.9890276676863752
f11,3,41,35_F2,35 evolved,NA,NA,2.4569571143891515,0.9926347974054774
f2,3,41,40_F6,40 evolved,NA,NA,5.236226343023568,0.9931331940382128
f3,3,41,35_E7,35 evolved,NA,NA,4.137564628294664,0.8787415302835259
f4,3,41,40_C5,40 evolved,NA,NA,3.7786531605978886,0.9934461968556202
f5,3,41,40_D8,40 evolved,NA,NA,3.6925164166392,0.9906465709012052
f7,3,41,35_D2,35 evolved,NA,NA,1.2822504997509547,0.9953766852852808
f8,3,41,40_G5,40 evolved,NA,NA,6.356137724864186,0.9120487706116668
g10,3,41,35_F2,35 evolved,NA,NA,6.062651832683792,0.9820171986645302
g2,3,41,40_E7,40 evolved,NA,NA,5.09701622469361,0.992682835558052
g3,3,41,35_E7,35 evolved,NA,NA,4.078770462210517,0.9931563307881088
g4,3,41,40_C5,40 evolved,NA,NA,6.330560909417729,0.9860520899828344
g5,3,41,40_F6,40 evolved,NA,NA,6.448840587351361,0.9248625136286036
g7,3,41,35_C5,35 evolved,NA,NA,5.91826008466104,0.9799491939365652
g8,3,41,40_B6,40 evolved,NA,NA,4.49797612638288,0.9911886294020495
b10,3,35,40_F6,40 evolved,NA,NA,6.921065607503141,0.995602291349562
b11,3,35,40_G5,40 evolved,NA,NA,5.504906049329059,0.997705217924671
b2,3,35,40_B6,40 evolved,NA,NA,5.159736776656471,0.9975159731369292
b4,3,35,35_E11,35 evolved,NA,NA,6.5408966265300394,0.9961731003217816
b5,3,35,35_D2,35 evolved,NA,NA,5.6409849575260615,0.9978414095051414
b8,3,35,35_E11,35 evolved,NA,NA,5.689097630605324,0.9979051386675034
b9,3,35,40_C5,40 evolved,NA,NA,5.2851533393137196,0.9978254261362436
c2,3,35,35_E11,35 evolved,NA,NA,5.716144318536347,0.997802071025074
c3,3,35,40_E7,40 evolved,NA,NA,6.912717873510298,0.989826957810556
c4,3,35,35_C9,35 evolved,NA,NA,6.716174119138788,0.9964898965590866
c5,3,35,35_D2,35 evolved,NA,NA,6.839741326676841,0.9954263022249756
c7,3,35,40_D8,40 evolved,NA,NA,6.8631313757152945,0.9945133166708808
c8,3,35,35_F2,35 evolved,NA,NA,6.186177396258604,0.9956643525600822
d10,3,35,35_C5,35 evolved,NA,NA,5.744820757108735,0.9978030493067868
d2,3,35,35_C9,35 evolved,NA,NA,5.337952125505502,0.9976359642419848
d5,3,35,35_E7,35 evolved,NA,NA,6.849549954652163,0.9956055252811342
d6,3,35,35_C9,35 evolved,NA,NA,5.8587615515812,0.9950877217898392
d7,3,35,40_D8,40 evolved,NA,NA,5.444104343984748,0.9977313735385316
e11,3,35,40_E7,40 evolved,NA,NA,5.775993232384458,0.9977385858953148
e2,3,35,40_B6,40 evolved,NA,NA,6.683333023314548,0.9939210998129068
e4,3,35,35_C5,35 evolved,NA,NA,5.776134191071857,0.997879237333541
e5,3,35,40_G5,40 evolved,NA,NA,7.217799741383555,0.970380138025132
f11,3,35,35_F2,35 evolved,NA,NA,6.399661957234681,0.9958445983436396
f2,3,35,40_F6,40 evolved,NA,NA,8.38670341944731,0.9198507766697894
f3,3,35,35_E7,35 evolved,NA,NA,6.76438616005276,0.9946681945723602
f4,3,35,40_C5,40 evolved,NA,NA,5.224371452204151,0.9977147187559808
f5,3,35,40_D8,40 evolved,NA,NA,7.120810062649161,0.9598230944981874
f7,3,35,35_D2,35 evolved,NA,NA,5.727442120239392,0.9978653336364912
f8,3,35,40_G5,40 evolved,NA,NA,5.700207251159762,0.9978215688489808
g10,3,35,35_F2,35 evolved,NA,NA,5.725364953369621,0.9978070434263222
g2,3,35,40_E7,40 evolved,NA,NA,7.019500959710772,0.9957305640661496
g3,3,35,35_E7,35 evolved,NA,NA,5.777646239934314,0.9979422207218104
g4,3,35,40_C5,40 evolved,NA,NA,5.470490577686968,0.99782082215471
g5,3,35,40_F6,40 evolved,NA,NA,5.757560441835341,0.9978426438712604
g7,3,35,35_C5,35 evolved,NA,NA,5.73237326008558,0.997927151148667
g8,3,35,40_B6,40 evolved,NA,NA,5.300936598825079,0.9976042285592476
b10,3,25,40_F6,40 evolved,NA,NA,3.5552117832415067,0.9964373039747478
b11,3,25,40_G5,40 evolved,NA,NA,3.546708214703753,0.9967964287546645
b2,3,25,40_B6,40 evolved,NA,NA,3.261327573712786,0.9964837506376774
b4,3,25,35_E11,35 evolved,NA,NA,3.6122900259371735,0.9965415607118292
b5,3,25,35_D2,35 evolved,NA,NA,3.558477638442978,0.9966505568664648
b8,3,25,35_E11,35 evolved,NA,NA,3.5523673602454875,0.9965944147172529
b9,3,25,40_C5,40 evolved,NA,NA,3.530993606673519,0.9969648262087528
c2,3,25,35_E11,35 evolved,NA,NA,3.5766473844671403,0.9965611978876135
c3,3,25,40_E7,40 evolved,NA,NA,3.622762846517743,0.9968716655962412
c4,3,25,35_C9,35 evolved,NA,NA,3.268128733097807,0.996143412625031
c5,3,25,35_D2,35 evolved,NA,NA,3.6260485951158223,0.9967328506827792
c7,3,25,40_D8,40 evolved,NA,NA,3.6308193570284257,0.9968683095369074
c8,3,25,35_F2,35 evolved,NA,NA,3.504264107664918,0.9966171047006652
d10,3,25,35_C5,35 evolved,NA,NA,3.455411011012929,0.9962608438621312
d2,3,25,35_C9,35 evolved,NA,NA,3.3264495092304043,0.9961096338603088
d5,3,25,35_E7,35 evolved,NA,NA,3.595696898348181,0.9965994056962354
d6,3,25,35_C9,35 evolved,NA,NA,3.514891550439204,0.996682669361218
d7,3,25,40_D8,40 evolved,NA,NA,3.629828608337681,0.9968103174970132
e11,3,25,40_E7,40 evolved,NA,NA,3.5779718748090605,0.9966644992655448
e2,3,25,40_B6,40 evolved,NA,NA,3.5817743519187775,0.996845729034468
e4,3,25,35_C5,35 evolved,NA,NA,3.63339375057499,0.996472423096692
e5,3,25,40_G5,40 evolved,NA,NA,3.691923360664509,0.99649706465629
f11,3,25,35_F2,35 evolved,NA,NA,3.46851528649414,0.9962972462729752
f2,3,25,40_F6,40 evolved,NA,NA,3.588893327734695,0.9964996530098388
f3,3,25,35_E7,35 evolved,NA,NA,3.4023353338863336,0.996318551000431
f4,3,25,40_C5,40 evolved,NA,NA,3.6173282991197975,0.99697509539386
f5,3,25,40_D8,40 evolved,NA,NA,3.624117453472997,0.9968570128857676
f7,3,25,35_D2,35 evolved,NA,NA,3.6534539883417314,0.9967727525401072
f8,3,25,40_G5,40 evolved,NA,NA,3.613085092337855,0.9968851668179556
g10,3,25,35_F2,35 evolved,NA,NA,3.6700477312618087,0.9966216086947624
g2,3,25,40_E7,40 evolved,NA,NA,3.577448978292068,0.9966909024475484
g3,3,25,35_E7,35 evolved,NA,NA,3.4888015089736006,0.9963770770540754
